date,ticker,score,forward_return
2019-01-31,MSFT,0.15184272945833413,0.08272364554145831
2019-01-31,GOOGL,0.08111384288768057,-0.03126571572941333
2019-01-31,AMZN,0.009448048036785367,0.00018505179072311403
2019-01-31,META,0.030408367189123278,0.018000326306624716
2019-01-31,ORCL,-0.09145434766703271,0.007796699314954738
2019-01-31,CRM,-0.03855281050713825,-0.08595653619170772
2019-01-31,NOW,0.12924606696021496,0.02086210632859932
2019-01-31,ADBE,-0.08113371378271904,0.10549245774007766
2019-01-31,INTU,-0.11617502911407776,-0.11438242209339855
2019-01-31,ACN,-0.02488701803302426,0.07112797097731542
2019-01-31,EPAM,-0.04612211267425619,0.014457891097671394
2019-01-31,NVDA,0.2214643379760898,-0.027886685601844777
2019-01-31,AMD,0.04141688548375046,0.16035222504479987
2019-01-31,AVGO,0.1515674032948042,0.0735487409550795
2019-01-31,TSM,0.26817451192594893,-0.06715401413445267
2019-01-31,ASML,0.043276723665972655,0.016011992327000145
2019-01-31,AMAT,0.11766745008827388,0.05776648389763085
2019-01-31,LRCX,-0.04112931757539498,-0.00837771650044103
2019-01-31,KLAC,0.032215235776611756,0.06103316337486599
2019-01-31,COHR,-0.04009403703644834,0.0008490843193010647
2019-01-31,LITE,0.1415943227162774,0.06587431017948174
2019-01-31,VRT,0.05172121090852433,0.11877691634169212
2019-01-31,ETN,0.2000476099459073,-0.031628994910887165
2019-01-31,PWR,0.1775360899764847,0.03304293609543922
2019-01-31,CEG,0.14193441321134723,-0.018898620146245142
2019-01-31,VST,-0.12040595441987545,0.010965858716356053
2019-01-31,CCJ,0.07624960183543943,-0.07680280612029942
2019-01-31,BWXT,0.13678075640291834,-0.02788162276802809
2019-01-31,TMO,0.15072399217996113,0.0016181769770725
2019-01-31,DHR,-0.049334213873190855,0.07273696401201697
2019-01-31,RXRX,0.10057973339741523,0.09946659126342963
2019-01-31,CRSP,-0.0007747849543503632,-0.0912641422412965
2019-01-31,ILMN,0.023949420645325292,-0.050237903946023926
2019-01-31,ADP,0.06657271176576207,0.06022231120763544
2019-01-31,PAYX,-0.1389549510932152,-0.14903095075570202
2019-01-31,GLOB,-0.08895707111587015,-0.031587323415288485
2019-02-28,MSFT,0.25728006064524156,0.07143008257107598
2019-02-28,GOOGL,0.1871293339471612,0.053880143746183135
2019-02-28,AMZN,0.07144467453027961,-0.06900127270481439
2019-02-28,META,0.039897523496129225,0.0008507224976458533
2019-02-28,ORCL,-0.009890618035684123,0.006697487259194817
2019-02-28,CRM,0.12240911424562811,-0.06775888776862685
2019-02-28,NOW,-0.06526458457996825,0.020493338000225878
2019-02-28,ADBE,-0.06040212162771689,-0.06307389487621834
2019-02-28,INTU,-0.00914914678149651,0.07699675762234277
2019-02-28,ACN,-0.09207272617963909,0.013986901107047162
2019-02-28,EPAM,-0.10710082080434137,0.00540239888998688
2019-02-28,NVDA,0.08737023188183946,-0.034926806109172495
2019-02-28,AMD,0.1425344710643868,0.003538616719261105
2019-02-28,AVGO,0.10602719553474574,-0.1394045186120712
2019-02-28,TSM,0.3200098321124273,-0.062660061921499
2019-02-28,ASML,0.2630245471529655,0.04627429263411656
2019-02-28,AMAT,0.16538848964680503,-0.1459512036045397
2019-02-28,LRCX,0.24156619963730538,0.08137673769268594
2019-02-28,KLAC,0.13671925002176874,-0.118842719300299
2019-02-28,COHR,0.27826853774820937,0.07665511487751847
2019-02-28,LITE,0.16689937052835338,-0.04963785448534299
2019-02-28,VRT,0.25535687081568303,0.07706391682209404
2019-02-28,ETN,0.02824988959497493,0.01597004209813049
2019-02-28,PWR,0.1984655841952115,-0.09975205578957813
2019-02-28,CEG,-0.02316781458907441,0.09700688401603189
2019-02-28,VST,-0.06741215925446498,0.10901532550674717
2019-02-28,CCJ,0.10204490286539043,0.005272059309127826
2019-02-28,BWXT,0.043156901085785904,-0.013575133251658917
2019-02-28,TMO,0.1563379913203192,0.0012035246763667136
2019-02-28,DHR,0.36593164205715684,-0.04841522629371545
2019-02-28,RXRX,0.06167868547960717,0.0903812922846941
2019-02-28,CRSP,0.0382533913702265,-0.03401800075285467
2019-02-28,ILMN,0.13554223357849066,0.008210499496488128
2019-02-28,ADP,0.0040936583698225545,-0.05467712142834114
2019-02-28,PAYX,-0.06954247093517005,-0.04618536077890226
2019-02-28,GLOB,-0.1080518920559657,-0.09717728283536901
2019-03-31,MSFT,0.10209070591816345,0.0349723444654595
2019-03-31,GOOGL,0.21757613950510707,0.052605840039937735
2019-03-31,AMZN,0.10893267834245327,0.059655340078424636
2019-03-31,META,0.004078063294072551,0.14045984348007784
2019-03-31,ORCL,-0.01829977282679219,0.10202926157201554
2019-03-31,CRM,-0.10681665534979878,0.07481753001536427
2019-03-31,NOW,-0.01731121754353553,0.008777454513616167
2019-03-31,ADBE,-0.06828387370506891,-0.05540584107425996
2019-03-31,INTU,-0.08093819195018008,0.11876057030289149
2019-03-31,ACN,-0.23045232855507997,0.11180608297604006
2019-03-31,EPAM,-0.17417551750349855,0.03186464258306081
2019-03-31,NVDA,0.39192026160825233,0.11419432848872146
2019-03-31,AMD,0.07000475580205785,0.1144559165905223
2019-03-31,AVGO,0.038912346559572264,0.11647643899065385
2019-03-31,TSM,0.22889310936958238,0.13369030748881608
2019-03-31,ASML,0.346036042057127,0.036858084493560775
2019-03-31,AMAT,0.008146694255315251,0.1660684678638999
2019-03-31,LRCX,0.14515196422060836,-0.03351369535929091
2019-03-31,KLAC,0.10462582608003361,0.12238107718892927
2019-03-31,COHR,-0.031133901451971063,0.08732996732745223
2019-03-31,LITE,0.2483801928662507,0.13117977010198523
2019-03-31,VRT,0.18865726906487562,0.2032991988108272
2019-03-31,ETN,0.17815242112211666,0.17312921964511882
2019-03-31,PWR,0.07761952803334651,-0.029621768017361563
2019-03-31,CEG,0.21260449865370407,-0.0629596951141318
2019-03-31,VST,0.09719329279581264,0.11860973651280818
2019-03-31,CCJ,0.11985436644879581,-0.017536515056006716
2019-03-31,BWXT,0.020278384408518868,0.052182332973908785
2019-03-31,TMO,0.004557979162640419,0.11522767560933853
2019-03-31,DHR,0.2659488430538274,-0.056660188990954694
2019-03-31,RXRX,0.09742780765766276,-0.10089257867203572
2019-03-31,CRSP,0.13900069920071245,0.07908989096133495
2019-03-31,ILMN,0.10926115166178861,0.061335731042399394
2019-03-31,ADP,-0.09867722622210445,0.028134948184143808
2019-03-31,PAYX,-0.10602696065535834,0.049056050426725395
2019-03-31,GLOB,-0.016113380406160824,-0.013427480494881072
2019-04-30,MSFT,0.1007451077939137,0.04536466894289215
2019-04-30,GOOGL,0.00447122250739708,-0.03290439026173205
2019-04-30,AMZN,-0.07328274837635106,-0.04540291229806878
2019-04-30,META,0.1361122449044149,-0.04149576494763522
2019-04-30,ORCL,0.01088720885737535,-0.04149348815071712
2019-04-30,CRM,-0.00048707205391559233,0.015406330303295766
2019-04-30,NOW,-0.12701478460266194,-0.010515570105964496
2019-04-30,ADBE,-0.09939933713974859,-0.03426141529537283
2019-04-30,INTU,-0.1578563593877144,-0.13186953084009884
2019-04-30,ACN,-0.17636408324155717,-0.016339171464579867
2019-04-30,EPAM,-0.06395400365666815,-0.09980830530507756
2019-04-30,NVDA,0.12391163882294949,0.04388126157327438
2019-04-30,AMD,0.18305217095071868,-0.13023324648154377
2019-04-30,AVGO,0.19228369221637645,-0.04471827440329218
2019-04-30,TSM,0.4146142141307959,-0.022720393949175292
2019-04-30,ASML,0.03808842746664137,-0.14222585704216872
2019-04-30,AMAT,0.2658105954700887,0.09879515178556704
2019-04-30,LRCX,0.15829765810050764,0.07326457448547058
2019-04-30,KLAC,0.1726621772757603,-0.07024466662503817
2019-04-30,COHR,0.0031434828785643354,0.013079674721136525
2019-04-30,LITE,0.11696873144652747,-0.01013831879969885
