date,gross_return,turnover,cost,net_return
2019-01-31,0.01159089438591777,0.9999999999999998,0.0009999999999999998,0.010590894385917772
2019-02-28,0.02137595938348278,1.1428571428571428,0.0011428571428571427,0.020233102240625637
2019-03-31,-0.0007232526361450713,0.9999999999999999,0.0009999999999999998,-0.001723252636145071
2019-04-30,-0.00709808765234622,1.4285714285714284,0.0014285714285714286,-0.008526659080917648
2019-05-31,0.04039687001160105,1.2857142857142856,0.0012857142857142856,0.03911115572588676
2019-06-30,0.0028246364349336574,1.2857142857142856,0.0012857142857142856,0.0015389221492193717
2019-07-31,-0.022669973996727544,1.857142857142857,0.001857142857142857,-0.0245271168538704
2019-08-31,0.008832131585007334,0.9999999999999999,0.0009999999999999998,0.007832131585007335
2019-09-30,-0.0037008645967239926,1.7142857142857142,0.0017142857142857142,-0.005415150311009706
2019-10-31,-0.008880779600552327,1.714285714285714,0.001714285714285714,-0.01059506531483804
2019-11-30,0.0031621079520000555,1.2857142857142856,0.0012857142857142856,0.00187639366628577
2019-12-31,-0.013756716852794752,1.4285714285714284,0.0014285714285714286,-0.01518528828136618
2020-01-31,0.021048227381111694,0.857142857142857,0.000857142857142857,0.020191084523968835
2020-02-29,0.03383131913628514,0.9999999999999999,0.0009999999999999998,0.03283131913628514
2020-03-31,0.01832705035765702,1.2857142857142856,0.0012857142857142856,0.017041336071942734
2020-04-30,0.009669888477897856,1.2857142857142856,0.0012857142857142856,0.00838417419218357
2020-05-31,0.027262308219765344,1.2857142857142856,0.0012857142857142856,0.025976593934051058
2020-06-30,-0.032849805710328986,1.1428571428571428,0.0011428571428571427,-0.033992662853186126
2020-07-31,-0.012328667880932733,1.4285714285714284,0.0014285714285714286,-0.013757239309504161
2020-08-31,-0.03677786173042998,1.4285714285714284,0.0014285714285714286,-0.038206433159001414
2020-09-30,0.009488478515605674,1.1428571428571428,0.0011428571428571427,0.008345621372748531
2020-10-31,0.01647235245234879,0.9999999999999998,0.0009999999999999998,0.01547235245234879
2020-11-30,-0.019368158824534198,1.1428571428571428,0.0011428571428571427,-0.02051101596739134
2020-12-31,0.008290446221899778,1.0,0.001,0.007290446221899778
2021-01-31,0.016617997421278376,0.7142857142857142,0.0007142857142857143,0.01590371170699266
2021-02-28,-0.006003982890838521,1.2857142857142856,0.0012857142857142856,-0.007289697176552807
2021-03-31,0.03150824220517876,0.9999999999999998,0.0009999999999999998,0.03050824220517876
2021-04-30,0.0031825846522679207,0.857142857142857,0.000857142857142857,0.0023254417951250636
2021-05-31,-0.01589078520513533,1.4285714285714284,0.0014285714285714286,-0.017319356633706758
2021-06-30,0.018867928519275576,1.4285714285714284,0.0014285714285714286,0.017439357090704148
2021-07-31,0.03172373089568496,1.2857142857142856,0.0012857142857142856,0.030438016609970676
2021-08-31,0.02438361706941925,0.9999999999999999,0.0009999999999999998,0.02338361706941925
2021-09-30,0.011664577806337702,1.2857142857142856,0.0012857142857142856,0.010378863520623416
2021-10-31,-0.03055499712879694,1.4285714285714284,0.0014285714285714286,-0.03198356855736837
2021-11-30,0.01200139010102292,1.1428571428571426,0.0011428571428571425,0.010858532958165776
2021-12-31,0.0030228598692363428,1.4285714285714284,0.0014285714285714286,0.0015942884406649142
2022-01-31,-0.014996167095011156,1.1428571428571428,0.0011428571428571427,-0.0161390242378683
2022-02-28,0.013178996633228392,1.2857142857142856,0.0012857142857142856,0.011893282347514106
2022-03-31,-0.008142350238957546,1.1428571428571428,0.0011428571428571427,-0.00928520738181469
2022-04-30,0.017902729793294915,0.7142857142857142,0.0007142857142857143,0.0171884440790092
2022-05-31,-0.0028253148923783594,0.857142857142857,0.000857142857142857,-0.0036824577495212165
2022-06-30,-0.011581347013079578,1.1428571428571428,0.0011428571428571427,-0.012724204155936721
2022-07-31,0.029280239891011382,1.4285714285714284,0.0014285714285714286,0.027851668462439954
2022-08-31,0.008419542897941616,0.7142857142857142,0.0007142857142857143,0.007705257183655901
2022-09-30,0.007047658418802821,0.857142857142857,0.000857142857142857,0.006190515561659964
2022-10-31,0.020801155650875584,0.857142857142857,0.000857142857142857,0.019944012793732726
2022-11-30,0.026511919079277402,0.9999999999999998,0.0009999999999999998,0.0255119190792774
2022-12-31,-0.004132799200314762,0.9999999999999998,0.0009999999999999998,-0.005132799200314762
2023-01-31,-0.0030799648292165346,1.1428571428571428,0.0011428571428571427,-0.0042228219720736775
2023-02-28,0.050614680980430087,1.1428571428571428,0.0011428571428571427,0.04947182383757295
2023-03-31,0.027969547820023873,0.7142857142857142,0.0007142857142857143,0.027255262105738157
2023-04-30,0.009520306749431443,1.1428571428571428,0.0011428571428571427,0.0083774496065743
2023-05-31,-0.02482388800080261,0.9999999999999999,0.0009999999999999998,-0.02582388800080261
2023-06-30,0.026592032561557222,1.1428571428571428,0.0011428571428571427,0.02544917541870008
2023-07-31,-0.014771233734575449,1.1428571428571428,0.0011428571428571427,-0.01591409087743259
2023-08-31,0.0002549541534248279,1.2857142857142856,0.0012857142857142856,-0.0010307601322894577
2023-09-30,0.009831085569612034,0.9999999999999998,0.0009999999999999998,0.008831085569612035
2023-10-31,0.011573635850183193,0.857142857142857,0.000857142857142857,0.010716492993040337
2023-11-30,0.017405610049784893,0.7142857142857142,0.0007142857142857143,0.016691324335499177
2023-12-31,0.01374928649190465,0.9999999999999999,0.0009999999999999998,0.012749286491904651
2024-01-31,0.028833746469995786,0.857142857142857,0.000857142857142857,0.027976603612852927
2024-02-29,-0.0244735207975753,1.1428571428571428,0.0011428571428571427,-0.025616377940432443
2024-03-31,0.04724233467955263,0.857142857142857,0.000857142857142857,0.04638519182240978
2024-04-30,0.047756502603051657,0.7142857142857142,0.0007142857142857143,0.04704221688876594
2024-05-31,-0.006125449950121347,0.857142857142857,0.000857142857142857,-0.0069825928072642035
2024-06-30,-0.0013700704889743325,0.8571428571428571,0.0008571428571428571,-0.0022272133461171896
2024-07-31,0.017306869989184966,0.9999999999999999,0.0009999999999999998,0.016306869989184965
2024-08-31,0.009900459675620586,1.1428571428571428,0.0011428571428571427,0.008757602532763442
2024-09-30,-0.011721764812124622,0.9999999999999999,0.0009999999999999998,-0.012721764812124621
2024-10-31,-0.002614887762391733,0.857142857142857,0.000857142857142857,-0.00347203061953459
2024-11-30,0.01721878688770954,0.7142857142857142,0.0007142857142857143,0.016504501173423825
2024-12-31,0.031166705540283425,0.857142857142857,0.000857142857142857,0.030309562683140567
2025-01-31,-0.0017562047550655872,0.8571428571428571,0.0008571428571428571,-0.0026133476122084443
2025-02-28,0.029241789297264086,1.1428571428571428,0.0011428571428571427,0.028098932154406942
2025-03-31,0.013490424510750262,1.2857142857142856,0.0012857142857142856,0.012204710225035977
2025-04-30,0.020986368334328962,1.4285714285714284,0.0014285714285714286,0.019557796905757534
2025-05-31,0.014043573759587352,1.1428571428571428,0.0011428571428571427,0.012900716616730208
2025-06-30,0.025398646039449316,0.8571428571428571,0.0008571428571428571,0.024541503182306457
2025-07-31,0.005598554326407236,1.2857142857142856,0.0012857142857142856,0.00431284004069295
2025-08-31,0.00784747539816518,0.857142857142857,0.000857142857142857,0.006990332541022323
2025-09-30,0.006048199126505246,1.2857142857142856,0.0012857142857142856,0.00476248484079096
2025-10-31,0.023806744330355255,0.857142857142857,0.000857142857142857,0.022949601473212396
2025-11-30,0.020039460684371353,0.9999999999999999,0.0009999999999999998,0.019039460684371352
2025-12-31,-0.0016811317521865485,0.857142857142857,0.000857142857142857,-0.0025382746093294056
